content,hashtag,user,timestamp
"@Degentraland 1/ Matt Solomon, aka Degentraland, started his career in traditional finance and worked at Goldman Sachs after finishing school at UPenn. 

Post Wall Street, he spent some time at Sony Media and eventually made the jump to full-time web3.",UPenn,Yash Bora,2023-05-01 19:22:10+00:00
"@VoteDomb Also, the city has LOTS of jobs! If the HR office wasn't stuck in the mid-20th century &amp; subject to an abundance of petty corruption then you might just be able to hire some of these bright young people. Currently, UPenn grads are considered too hoity-toity for hire.",UPenn,phunnyphilly,2023-05-01 19:01:02+00:00
Speak With Confidence: Four Fixes That Work,UPenn,Modern Observer,2023-05-01 19:00:09+00:00
"Call for Proposals: ""Queer Politics in Media and Legal Cultures,"" edited by Laura Borchert and Melanie Kreitler, a Special Issue of Amerikastudien / American Studies. DEADLINE for 300 word abstracts: 15 May 2023.",UPenn,Rachel M. Friars 🏳️‍🌈,2023-05-01 18:51:12+00:00
He knows the advantage of male hormones in sports and deliberately used them against women. I’m guessing because he couldn’t beat enough men.,UPenn,COjr,2023-05-01 18:39:43+00:00
"Just for fun - take the The Seven Deadly Sins Survey, to learn more about your self-control strengths and weaknesses AND contribute to a future episode for The No Stupid Questions podcast Stephen J. Dubner and research psychologist Angela Duckworth",UPenn,Pink Wisdom,2023-05-01 18:38:58+00:00
"""....of the $1 trillion cost w[ould] go to families in the top half of America’s income brackets.""",UPenn,JASmius,2023-05-01 18:38:40+00:00
"This  detail comes from a ca. 1520 psalter. The illuminations, or illustrated borders and miniatures, include episodes of the life of King David and also a lot of animals being animals, like this fox cleaning a paw. More here:",UPenn,Save Redland Library,2023-05-01 18:32:31+00:00
"May is Asthma and Allergy Awareness Month. All month long, we'll be sharing tips and ideas on avoiding triggers.  

First up, If you suspect asthma, take your child to the doctor. They may make an asthma diagnosis and develop an Asthma Action Plan .",UPenn,Philly's Center: Children's Environmental Health,2023-05-01 18:29:00+00:00
", it is 5/1/23, 21 years since the act, 661 days since victim’s apology request, 657 days since my letter, and day 642 of this tweet, an apology is still not forthcoming from Pr. Harold L. Cole, for his act of  
@UCLA
   
@Penn",UPenn,Habib Sissoko,2023-05-01 18:28:32+00:00
"This Canadian HS student is using  and  to make a powerful social impact.

Tune in to our latest Future of the Business World podcast to hear how he is innovating to improve Gen Z’s mental health:",UPenn,Wharton Global Youth Program,2023-05-01 18:12:00+00:00
Join us on May 9 at 12PM for the annual CLALS Graduate Student Symposium!,UPenn,CLALS,2023-05-01 18:05:49+00:00
"If you have a topic about writing you are passionate about, please submit a proposal that excites you! Abstracts of approximately 500 words are due to both editors by June 1. Full chapters will be due in late Fall 2023. Please visit the cfp for more info:",UPenn,Samuel Yates,2023-05-01 17:50:45+00:00
must go to kazakhstan for wild apples and kokpar,UPenn,"rees, ex joven",2023-05-01 17:48:30+00:00
"Register for Alumni Weekend and receive our Penn Alumni canvas tote, perfect to carry all of your personal belongings in during the weekend’s festivities.

Register for Alumni Weekend to get yours:",UPenn,The Pennsylvania Gazette,2023-05-01 17:44:00+00:00
Congrats to @WebberLab undergrad Jackson Vyletel for completing and defending his undergraduate thesis. Jackson will be taking his @NSF GRFP award to UPenn for his PhD studies.,UPenn,Notre Dame CBE,2023-05-01 17:40:45+00:00
"Starting this week, Yonatan Brafman's mini-course, Halakhah in the Modern World, provides a special opportunity to dive into modern halakhah over three weeks in a small group.
Register here👇",UPenn,UTK ReligiousStudies,2023-05-01 17:38:49+00:00
"@whitacre107 @DeeLeftMom @HillaryClinton Lies? Biden was a truck driving professor at UPenn, that went to an HBCU, while being both Puerto Rican and black church attending Greek and kicking the crap out of Cornpop. After the fight he took his millionth ride on Amtrak w a conductor who was dead. I could go on and on.",UPenn,LMNOP,2023-05-01 17:34:54+00:00
Venture Capital: Expertly Navigating Today’s Uncertainty,UPenn,WomeninTech,2023-05-01 17:33:03+00:00
Alcohol Intake May Be Key to Long-term Weight Loss for People with Diabetes •  Penn Nursing,UPenn,hunter klapperich,2023-05-01 17:05:35+00:00
"Reminder that this CFP is due today! If you have any questions, please reach out to either me or my co-editor @abbclayton7     @IllinoisPress @AlisonSyring",UPenn,Illinois Press,2023-05-01 17:01:50+00:00
The daily crime log for the Penn Patrol Zone is always available on our website:  and for review in person at DPS HQ (24/7/365).,UPenn,Penn Public Safety,2023-05-01 17:01:38+00:00
You can find this article here:,UPenn,Penn Museum Library,2023-05-01 16:58:49+00:00
"Several revenue and spending provisions in The Tax Cuts and Jobs Act are scheduled to expire by the end of 2025.  estimate that extensions would increase the federal debt held by the public from 226% of GDP to 261.1% of GDP by 2050.

Read more:",UPenn,Penn Wharton Budget Model,2023-05-01 16:53:06+00:00
@normative “Political question doctrine” is a federal/constitutional thing; no idea what Montana state law is in that area but might not be what you expect from federal rulings. (Paper from 2018 on the topic doesn’t mention Montana:  ),UPenn,Luis Villa,2023-05-01 16:50:17+00:00
"Alex Zhao, class of ‘27 (committed to UPenn) if u couldn’t tell by his super fresh and clean white hat, has been eliminated by Jackson Gray. Jackson is off the hitlist 🧢 !",UPenn,cvhs snr assassins ‘23 😈,2023-05-01 16:36:17+00:00
"Wow. 

Lawrenceville Prep is a feeder school to the Ivies, esp Princeton and UPenn. It’s produced an enormous amount of senators and judges 

Terrible",UPenn,Random Guy,2023-05-01 16:35:25+00:00
"Awesome day at UPenn with our Boys 4x100 (Alex Boreland, Ilias Alradi, Ethan Lithgow, Max Boreland) as they broke the school record again &amp; placed 176 of 569 teams! Stay tuned for our girls 4x400 that will be racing on Saturday! @RyeNeck_TFXC @RNHSathletics @ryeneckschools",UPenn,Rye Neck Schools,2023-05-01 16:35:21+00:00
"@baste_goblin @lueyee @L32640724 @piratechristian @frankly_will @llmfoot @AS_Protestant @SpeechMaximum @AaronRuiz1980 @sailemptyskies @ManuForti00 @MaddyRose_Craig But you admit baptized people are not all saved.  Figures of speech are commonplace in the Bible, read Milton Terry’s hermeneutics (standard text in several Lutheran seminary’s for years).",UPenn,Dr Dennis M Swanson,2023-05-01 16:30:05+00:00
"Mark Anderson, head coach of @pennwomensgolf, has been selected as Ivy League Coach of the Year, the first time in history that a Penn coach has received the award. Anderson led the Red &amp; Blue to the Ivy League title this year.",UPenn,Penn,2023-05-01 16:30:02+00:00
Mending the unmendable: A new method for restoring fractured metals | Penn Today,UPenn,Joe Scime,2023-05-01 16:28:13+00:00
"I will be staying at UPenn as Technical Director of the Rodent Metabolic Phenotyping Core – if you need any assistance with in vivo metabolism experiments, please reach out and I’d be happy to help!""",UPenn,CAMB Graduate Group,2023-05-01 16:24:24+00:00
"🔭 THURS: Look to the stars at this week’s Coffee with a Codex, where @leoba will be showing off LJS 412, a collection of four Arabic treatises on astrolabes and astronomy.",UPenn,Arnau de Vilanova,2023-05-01 16:22:00+00:00
@xntyler @JoJoFromJerz @bennyjohnson What was Biden doing in the closet? I don’t want to know. Sniffing something? You got the story mixed up. Haha. UPenn had classified docs stored in a unlocked closet.,UPenn,AnnieB,2023-05-01 16:14:06+00:00
How to Bring Your Cultural Identity to Work,UPenn,Philadelphia Structure | Mainstreet Commercial,2023-05-01 16:07:30+00:00
Read the announcement here:,UPenn,christopher r. rogers,2023-05-01 16:07:29+00:00
@CHN_AdamWodon Random Q - has there been any movement from UPenn about getting back their NCAA varsity program?,UPenn,Patty Kane’s cab driver,2023-05-01 16:06:05+00:00
"As part of @PhillyTechWeek, @PhilaPACT and PCI will be hosting a special event at the Pennovation Center (@PennovationWork) focused on wearable technology. Penn spinouts Cogwear and Luminosity Wearables will be participating. Register here!",UPenn,Philadelphia Alliance for Capital & Technologies,2023-05-01 16:02:13+00:00
"Taylor Dysart, a Ph.D. candidate in History and Sociology of Science, probes modern science’s enthrallment with the powerful Amazonian intoxicant ayahuasca.  @Penn",UPenn,Penn Arts & Sciences,2023-05-01 16:00:12+00:00
@2Ajit2Tweet Sixer fans will be able to collect honorary doctorates in medicine from UPENN after he retires,UPenn,Nick,2023-05-01 15:54:03+00:00
"So proud of Emily’s next stage! Her incredible work on higher education in US prisons is so important, innovative, and timely.  

UPenn is lucky they snapped her up, and now I have another reason to visit Philly!",UPenn,Jakob Burnham,2023-05-01 15:40:33+00:00
"CORRECTION: Thomas went to UPenn, not Penn State. Apologies!",UPenn,JORDAN ⚧(She/Her) - The huggiest kaiju!🦆🐴🎈,2023-05-01 15:39:08+00:00
"We are very proud to be a co-sponsor of the @cee_upenn carnival! On Monday, May 1st, CEE will host a 12-hour set of performances, conversations, installations, and joys, in celebration of their fifth anniversary! Learn more &amp; register:",UPenn,Barbie Zelizer,2023-05-01 15:36:56+00:00
@lmcgaughy @esarlls3 @ValoreeforTexas Thomas went to UPenn. Not Penn State,UPenn,Larson Gantry,2023-05-01 15:36:40+00:00
"@OS_Mitchell plugging the @PensionResearch book selection on at the end of her talk. Lots of great titles about aging, retirement, financial decision making and more here",UPenn,Population Aging Research Center at Penn,2023-05-01 15:35:35+00:00
Penn IUR Faculty Fellow Sonja Dümpelmann was recently profiled by @Penn_Today about her work studying 19th- and 20th-century landscape architecture. Learn more:,UPenn,Penn IUR,2023-05-01 15:35:00+00:00
"Congrats to Prof. @MichaelEMann of @PENN_EES on being named Humanist of the Year by @americnhumanist. ""In receiving this honor, he joins many others who have pushed boundaries in the name of improving the world,"" says Dean Steven J. Fluharty of @PennSAS.",UPenn,Anthoney Obasi,2023-05-01 15:34:20+00:00
"@GoFishLynn @john16163198 @AmyMarien1 @JoJoFromJerz @bennyjohnson Right. The Biden classified docs stored at the UPenn office space in an unlocked closet. Anyone could have access to those. Most likely the ones who requested the docs be stored there, got what they wanted. Joe got over $50M donated from the Chinese to UPenn. Cha-Ching! The…",UPenn,AnnieB,2023-05-01 15:34:08+00:00
"@ByronicBookworm Common enough for Jon Stewart to think ""terror"" isn't a noun, I guess!",UPenn,Gareth Roberts,2023-05-01 15:26:03+00:00
"🗞️NEWS | The Suzanne McGraw Foundation committed $5 million to @PennGSE to support student scholarships, a cross-University graduate concentration, and cross-disciplinary programming.",UPenn,Rebecca Taylor FRSA,2023-05-01 15:22:18+00:00
Let's learn about each other. The Young already know how to do this 💖,UPenn,Hentz Menard,2023-05-01 15:21:46+00:00
"Great conference on ""Living Law in Jewish Studies"" at the Katz Center Upenn! I had the privilege to discuss the Israeli Rabbinical Court's jurisdiction over non-Israeli residents, with a particular focus on agunot (chained wives) and its implications on Jewish-diaspora relations.",UPenn,Katz Center for Advanced Judaic Studies,2023-05-01 15:16:53+00:00
"CTIC's May 2023 News &amp; Views is now available
 @pennlaw",UPenn,CTIC,2023-05-01 15:11:22+00:00
"Join us online May 3 and learn how Penn researchers from @Wharton, @WhartonAnlytcs, @PennSP2, @AnnenbergPenn, @PennSAS, and @PennMedicine are harnessing huge data sets to change our world for the better.   Register:",UPenn,The Warren Center for Network & Data Sciences,2023-05-01 15:08:39+00:00
"Prof. Cary Coglianese and Amanda Shanor, Asst. Prof. at Wharton, offer insight into the recent settlement in the Fox News defamation case.

Click here to read more:",UPenn,University of Pennsylvania Carey Law School Alumni,2023-05-01 15:08:01+00:00
"On stage at the National Constitution Center, in front of a crowd of alumni, Trustee Osagie Imasogie asked President Liz Magill about her first few months on campus, her strategic planning for Penn’s future, and more.",UPenn,The Pennsylvania Gazette,2023-05-01 15:06:40+00:00
I GOT ACCEPTED INTO UPENN,UPenn,✯,2023-05-01 14:58:06+00:00
The last Annenberg Conversations event of the year featured a discussion between @WomensCampaign Founder Marjorie Margolies and @USEnvoyNI @joekennedy on public service in a time of polarization.,UPenn,Annenberg School,2023-05-01 14:47:06+00:00
We are so excited to highlight our community partner – Centro de Cultura Arte Trabajo y Educacion! Their mission is to ignite social transformation by developing the talents and empowering the dreams of the Latinx community. @ccate_latinx,UPenn,Penn NPL,2023-05-01 14:45:08+00:00
"This was during the college apps. And luckily, I had a college app mentor who was from UPenn's Wharton School of Business, which was actually my dream school. And I had another college app mentor from Dartmouth, which is also an ivy league school.",UPenn,Sean,2023-05-01 14:36:44+00:00
"@SarazamT @AleksandrKallus @Liv_Agar So he certainly has a degree in physics, but it's far from unbelievable that it is largely a meaningless degree or one that UPenn confirms because of his later ""generous endowments to the Center for Particle Cosmology""",UPenn,Victor Lloyd,2023-05-01 14:36:33+00:00
"@SarazamT @AleksandrKallus @Liv_Agar Have you read the article you linked? It says that Musk's Physics degree appears to be a ""largely blank diploma"" with no specified concentration whereas UPenn can for some reason tell us exactly what his B.A in business was concentrated on",UPenn,Victor Lloyd,2023-05-01 14:34:58+00:00
"During his recent visit to the University of Pennsylvania, IOA Visiting Scholar Gagan Wig, PhD discussed his research in both healthy aging and pathological aging.",UPenn,Penn Memory Center,2023-05-01 14:31:22+00:00
"IOA Co-director Eddie Lee, MD, PhD, @TNRLab was also awarded the Alzheimer’s Association Excellence in Neuroscience Mentoring Award. Read more here:",UPenn,Penn Memory Center,2023-05-01 14:31:02+00:00
For Shift Workers  How to avoid it,UPenn,Roger Francis,2023-05-01 14:30:00+00:00
"Data Analyst job w/Dr. Albarracín's Social Action Lab @AnnenbergPenn. Work on HIV prevention, misinformation, substance use+

Open to both grad/undergrad students.
Email socialactionlab@gmail.com with ""Data Analyst""
in the subject along with CV/Resume.",UPenn,Sk Saiful,2023-05-01 14:26:38+00:00
@impcus @Liv_Agar Snopes and the Upenn registrar say that the guy suing Elon in 2007 was making it up.,UPenn,Sarazam,2023-05-01 14:24:54+00:00
"May marks . Every day, millions of people, their loved ones, and their communities live with the challenges of mental health and addiction. Our Health in Mind guidance provides strategies for donors to help:",UPenn,Center for High Impact Philanthropy,2023-05-01 14:24:43+00:00
"No Mandate for fall 2023:  MIT Princeton Stanford UChicago UPenn Northwestern Duke Dartmouth Columbia Cornell Georgetown

Is your college's COVID vaccine policy for Fall 2023 clear, unambiguous &amp; up to date?",UPenn,BThree,2023-05-01 14:21:07+00:00
"Dean Aviva Abramovsky was recently highlighted in an article by her alma mater, University of Pennsylvania Carey Law School.",UPenn,University at Buffalo School of Law,2023-05-01 14:19:23+00:00
@AleksandrKallus @Liv_Agar Snopes and UPenn disagree with you,UPenn,Sarazam,2023-05-01 14:14:15+00:00
"Breaking News: Dhruv Shivraj has announced that Hofstra is the leading favorite for where he will attend school this Fall. This is a shocker as it was believed that Hunter College, UPenn Harrisburg and the University of Buffalo were the final three schools in the running for him.",UPenn,Sheil Patel,2023-05-01 14:11:53+00:00
"Call for submissions!
We are now accepting papers for the Journal of Dracula studies. The deadline is May 1, 2023.

For more details follow this link:",UPenn,Prof Surreal Noir 🏴󠁧󠁢󠁳󠁣󠁴󠁿,2023-05-01 14:03:12+00:00
The Right/Left Brain Myth and More Neuroscience Insight,UPenn,WomeninTech,2023-05-01 13:57:32+00:00
"🎓 Penn Engineering is thrilled to invite you to the Class of 2023 Commencement celebrations!

Use hashtag  so that we can include your photos and messages in our celebrations.

Visit our School's Commencement page for more info:",UPenn,PennEngineerGrad,2023-05-01 13:56:41+00:00
"@novus08297901 DeSantis' daddy paid to get him into Yale.

Trump's daddy paid someone to take the SATs and then paid UPenn to let him in.

A lot of Ivy admissions are merit-based, but many of them are definitely not.",UPenn,Les Is More,2023-05-01 13:53:48+00:00
"""I don’t think I’ve ever received so much, and such positive, feedback about any paper I’ve written. One prominent long-time nudger wrote to the effect that 'it isn’t every day that a paper changes my perspective on something I’ve been doing for a decade.”",UPenn,Penn Center for Health Incentives+Behavioral Econ,2023-05-01 13:50:27+00:00
"Events: Kristen R. Ghodsee | Everyday Utopia: What 2,000 Years of Wild Experiments Can Teach Us",UPenn,Upenn.REES,2023-05-01 13:48:01+00:00
"📜FRI: Are you using @digitalmappa DM, or are you interested in using it? Bring your questions to DM Drop-in with Dot!",UPenn,The Penn Libraries,2023-05-01 13:42:28+00:00
"📸FRI: Find out about the power of family photographs in this virtual talk with Samantha Hill, Curator of Civic Engagement.",UPenn,The Penn Libraries,2023-05-01 13:42:27+00:00
WED: Learn how to use the 3D scanning services of the Materials Library.,UPenn,The Penn Libraries,2023-05-01 13:42:26+00:00
🫖TUES: In the library after hours? Come to a relaxing evening of tea drinking and tarot card readings in WIC.,UPenn,The Penn Libraries,2023-05-01 13:42:26+00:00
🧘‍♀️TUES: Take a breath and explore your creative side with Mediative Expressions in the Weigle Information Commons.,UPenn,The Penn Libraries,2023-05-01 13:42:26+00:00
"A collaboration w/ @LoxoLillyOnc will expand use of a novel strategy to help pts w/  receive vital .

Led by PC3I’s @CharuAggarwalMD &amp; @MMarmarelis, the initiative uses electronic health records to nudge pts to order tests.",UPenn,Loxo@Lilly Oncology Medical,2023-05-01 13:33:44+00:00
"@betterpakistan @Abdulla_Alamadi Shame on your Upenn Degree. He maybe whatever, but why don't you use your time for betterment of Pakistan, instead you chose to waste time crying and crying. What a loser and waste you are... @PennMEHP  @Harvard",UPenn,Syed Adeel Ahmed,2023-05-01 13:23:17+00:00
"At the 2022–23 End-of-Year Party, Prof. Jean-Christophe Cloutier announced the Dept. of English Undergraduate Award Winners to assembled students, faculty, &amp; staff. Congratulations to the winners &amp; to all our graduating English majors &amp; minors!

Read more:",UPenn,"Department of English, University of Pennsylvania",2023-05-01 13:20:00+00:00
"Another day, another happy model! We had a great time working at UPenn's recent Spring Fling party. Visit our website to learn more about our services:",UPenn,Artists 4 Parties,2023-05-01 13:01:45+00:00
"Amazon geoartists: with measuring rods, birds &amp; geometric rules they created geoart on the canvas of Amazonia - the 3D art making had transformed Mediterranean culture and esthetics.",UPenn,Instituto Varsovienne,2023-05-01 12:39:42+00:00
"'23 FC Sports HOF Inductee: Rachel Humphrey-'07

Ran XC and Track at FC. 8 varsity letters. Held records in XC and 3200m. 2x WPIAL medalist in XC and 3x  medalist in Track. 4x PIAA qualifier in XC and 3x in Track. '07 Herald Female Athlete of the Year.

Ran XC and Track at UPenn.",UPenn,FoxChapelSportsHOF,2023-05-01 12:39:03+00:00
"Amazonian geoartists: AC Roosevelt rejected the theory that the ‘pre-Columbian Amazon as “counterfeit paradise"" unable to sustain increasingly complex human culture’; her ‘ is unique to explain how the Mediterranean culture originated there",UPenn,Instituto Varsovienne,2023-05-01 12:24:23+00:00
"A Book A Day, an initiative founded by Sibylla Shekerdjiska-Benatova from @upennlib, is partnering with @PennDentalMed to promote  and !    @PennDentalLib",UPenn,Aman,2023-05-01 12:24:14+00:00
"@BeschlossDC Remember it well…. John Lindsay spoke at UPenn that night and urged students to go into the streets to protest, telling us that “Your government is invading a neutral country tonight …”",UPenn,Michelle Meyer,2023-05-01 12:13:43+00:00
"The interplay between Cantonese and Mandarin as an index of sociopolitical tensions in Hong Kong: First it was the British from afar, and now it is the Chinese from the north who are imposing themselves on the people of Hong Kong.  In both cases, the…",UPenn,Richard Badger,2023-05-01 12:10:14+00:00
Some sound and video files of Michael O'Brien reading his poetry are now available on PennSound:,UPenn,Rebecca blitz,2023-05-01 12:00:07+00:00
"Blinken
Ran Biden UPENN Center, $70M from China, $7M for the big guy
Emailed Hunter and his wife, lied to Congress
Coordiated the 51 security experts, Russian dissinformation letter
Works against America in the background 
Shares corrupted grifts with Biden
…",UPenn,Stop the invasion!,2023-05-01 11:59:36+00:00
@NatureBiotech @PennEpiInst @PennCDB @PennSysPharmATT @Penn_CBIO @ChildrensPhila @BB_UPenn @PennMedicine @EJohnWherry @berger_lab @junwei_s Cell and gene therapies are completely experimental and we need to do much more research for safety and efficacy prior to launching ahead.,UPenn,"Nicolas Argy, MD, JD",2023-05-01 11:28:16+00:00
"Our collaborative work is on the cover of Nature Nanotechnology, April 2023 issue.  Congratulations to all our team members @AndreaCordaro2  (AMOLF), Brian Edwards (UPenn), Vahid Nikkhah (UPenn), @andrea_alu (CUNY-ASRC) and @albert_polman (AMOLF).
Image credit: Ella Maru Studio",UPenn,Corey Whitley,2023-05-01 11:06:07+00:00
"@pomolaurel thank you 🤭 and omg i was browsing your acc and discovered you got accepted to upenn and harvard, CONGRATS! 🤍 that's amazingg :'))))",UPenn,ivory 💭,2023-05-01 10:25:02+00:00
Ready to Scale? Why You Need a Moat,UPenn,WomeninTech,2023-05-01 09:28:03+00:00
"@AnandShrutish5 @CasteTraitor At present there are no requirements for SAT in harvard, Columbia, brown, UPenn, yale. You clearly do not know anything about it",UPenn,Eshwar Krïshnamoorthy /ஈஸ்வர் கிருஷ்ணமூர்த்தி,2023-05-01 08:40:49+00:00
"🎓 As graduation draws near, soon-to-be  Sahiba Baveja (W’23) recounts the highlights of her time at @Penn, including traditions like Hey Day, immersive learning experiences, and resources like @vntrlab:",UPenn,Soumana Alkaïrou,2023-05-01 08:06:37+00:00
"Who was the director at the Biden Center at UPenn? The same Biden Center received $54 million from China. The same Biden Center where a closet full of classified documents was found.

It was the U.S. Secretary of State, Antony Blinkin",UPenn,Haddit,2023-05-01 07:16:55+00:00
Translating Russophone poetry of resistance into English | Penn Today,UPenn,Tony Rosado,2023-05-01 07:01:11+00:00
"There’s been many changes in drug pricing policy over the past year.

On our blog, we've summarized some of the big news stories, including pharmacy benefit managers (PBMs), insulin price cuts, and the Inflation Reduction Act.

Read more here:",UPenn,Dr. Amy Davis,2023-05-01 06:36:58+00:00
@xntyler @JoJoFromJerz @bennyjohnson You have the stories mixed up. Trump is not a careless person. The FBI knew Trump had the classified docs and they told him to put a pad lock on the door where the docs were stored. Biden had docs stored at UPenn in an unlocked closet in a vacant office space. Biden had docs…,UPenn,AnnieB,2023-05-01 06:34:00+00:00
It’s Not You — It’s Your Goals: Knowing When to Quit,UPenn,WomeninTech,2023-05-01 06:32:04+00:00
"@xntyler @doctorwinston2 @JoJoFromJerz @bennyjohnson That is a rehash. FBI found nothing in the raid. Nothing that would stick anyway. Meanwhile Biden has classified docs in garages laying open in offices/libraries, at UPenn. Hunter lived in the house where documents were in a garage. Crazy and unsafe storage.",UPenn,AnnieB,2023-05-01 06:29:15+00:00
"Lina Khan personifies the face of the state as cudgel, not sound law.
""Its supporters generally disparage the use of 
economics, sometimes suggesting that antitrust policy should be governed by political theory instead.""",UPenn,Mason Lieuallen,2023-05-01 06:02:48+00:00
The interplay between Cantonese and Mandarin as an index of sociopolitical tensions in Hong Kong,UPenn,Benjamin L. Stewart,2023-05-01 06:00:00+00:00
No I had no idea that upenn was an ivy league school thank you for much for explaining that to me,UPenn,abs,2023-05-01 05:03:16+00:00
"@KevinCa28582075 @JoJoFromJerz @bennyjohnson Check anywhere the news, news papers, online. Biden garage where the mustang is stored, in a office/library space. Check the “think tank” (oxymoron) at the UPenn Biden center. Maybe check into how China distributed money to UPenn. $54 million? UPenn is where the Biden center…",UPenn,AnnieB,2023-05-01 04:08:49+00:00
Great to see old and new friends and amazed at @manoliskellis 's photography skills! Many thanks @UPenn_SongMing and @DrLiHueiTsai for organizing this fun meeting!,UPenn,Junjie Guo 郭俊傑,2023-05-01 03:59:18+00:00
"In a virtual seminar at @PennLDI, five experts discussed the disastrous impact of climate change on health disparities and health care infrastructure, as well as the need for more research to counteract climate misinformation.",UPenn,PSIVS,2023-05-01 03:14:48+00:00
"Tony Blinken, Sec of State, served as the head of the “Think Tank” at UPenn called “Penn Biden center”. It was paid for by China, and appears to have been a Biden money laundering operation. Blinken arranged the 51 “Intel officers” LIARS letter blaming Hunter laptop on Russia",UPenn,Bob,2023-05-01 02:48:29+00:00
"""The age of Socratic AI""?",UPenn,Translation News,2023-05-01 02:02:03+00:00
"""The age of Socratic AI""?: Or should we call it ""Delphic AI""? Alexy Khrabrov suggested both possibilities a few days ago, in ""Reasonable AI — the Golden Age of AI Programming"": The emerging techniques are all around the way you construct the prompts and…",UPenn,Language Log,2023-05-01 02:02:02+00:00
A century of newspaper ads shed light on Indigenous slavery in colonial America | Penn Today,UPenn,1619brooklyn,2023-05-01 02:01:55+00:00
@meatpie666 YOUR FRIEND WHO DOES TO UPENN NOT GETTING IT IS WHAT IS BRINGING TEARS INTO MY EYES,UPenn,u @ exams,2023-05-01 01:38:35+00:00
@Literature_Lady Found this from UPenn’s Canvas Known Issues Page. Could be related to your issue?,UPenn,Jessica McKee,2023-05-01 01:24:59+00:00
A great curation of 'nano tools' to improve leadership effectiveness via @wharonknows,UPenn,Brett Peppler,2023-05-01 00:55:37+00:00
"Wen Sun (@WenSun1) and I are looking to hire postdocs for a new project combining PL, RL, and Networking at Cornell (@cs_cornell).

See here for a few more details and the (lightweight) application process:",UPenn,stwn,2023-05-01 00:29:34+00:00
@WCVB If he is so smart why not go IVY league?  UPenn at least.  Just weird,UPenn,GallyGirl20,2023-04-30 23:46:50+00:00
@Fusion_Conf @FLUBINLAB @manoliskellis @UPenn_SongMing @DrLiHueiTsai @EricJNestler @JoeEcker @TWBredy @ADeczk @guo_lab @nottalexi @apfenning It was great to see great ground breaking research and learn so much about this incredibly complex fields!,UPenn,BaDoi Phan,2023-04-30 23:03:34+00:00
The Online Books Page: Archives and Indexes,UPenn,Ramus123_4,2023-04-30 22:58:36+00:00
@akilbello i said full ride but then saw he enjoyed morehouse the most. I'd say go with where you see yourself thriving the most. Yale and upenn for undergrad is insanely overpriced. can go their and pay for law or b school when those connections really come into play,UPenn,Sunanda Nair,2023-04-30 22:53:23+00:00
"According to @DamonCentola, who studies how cultural change happens, that number is roughly 25%. 

In one study, ""a single person accounted for the difference between success and failure.""

(From",UPenn,Starts With Us,2023-04-30 22:39:12+00:00
@ruinallmyplans i think i saw people saying that that weekend is also upenn's graduation weekend so 🏃 i wanna try to find tix for that show so bad but idk if it will work,UPenn,alex,2023-04-30 22:14:30+00:00
"If you are a fan of Russian theater and have a PennKey, you can view theatrical productions by the most celebrated Russian theaters in the comfort of your home.",UPenn,Upenn.REES,2023-04-30 22:00:39+00:00
"@patriotstorm17 
Alex Azar’s Story of the Genesis of Operation Warp Speed
Former HHS Secretary Reflects on His Most Important Achievement in a Penn LDI Fireside Chat",UPenn,Court Nicole,2023-04-30 21:57:26+00:00
"@hrtshapedface The 1000 isn’t a men’s NCAA event so elite distance swimmers don’t focus or taper for it. That ranking is heavily skewed in Thomas’ favor. 

I don’t expect her to improve at a rate never before seen in NCAA swimming at a sub-par swim team like UPenn (during a pandemic), no",UPenn,Larson Gantry,2023-04-30 21:55:37+00:00
"🎓💻 CE | 🗓Mon, 05/01 | ⏰ 6:30pm
 
Penn Orthodontic Department Lecture Series ft. Dr. Arnold Malerman: Looking Back to Move Forward

Register now! 👉",UPenn,"Neal Kravitz, DMD MS",2023-04-30 21:46:13+00:00
@Jeffrey89530615 Grew up next to UPenn. Have always been extremely unimpressed by Ivy League degrees.,UPenn,The Left isn't divided the center is 🐌🍄🐙🦔😷🐌,2023-04-30 21:41:56+00:00
"Some are asking about my definition of ""populism.""  I draw on @CasMudde's work, which sees it as both anti-elitist and anti-pluralist. 

Populists don't just oppose ""the establishment."" They prize conformity over equity, diversity, and inclusion.",UPenn,Alison Bowes,2023-04-30 21:39:39+00:00
"For only the second time in school history, @pennwomensgolf has won the Ivy League title. At the three-day conference championships in Purchase, New York, the Quakers finished with a team score of 906.

Read More:",UPenn,PSIVS,2023-04-30 21:31:56+00:00
"Just spoke to a family about decision day.

black boy, pre-law interest
NYC private HS
13 acceptances of 15 apps

Final choices: 

Yale - $0, early acceptance
Emory - full ride
Morehouse - $15k merit 
UPenn - $0

Which should he choose?",UPenn,Akil Bello,2023-04-30 21:18:16+00:00
"@_adrian_sean @akilbello I was going to suggest similar, but this is the best one. Go where he pays the least (or nothing) for undergrad, apply to those IVYs for law school, and summers maybe see what he can do at Yale or UPenn for summer classes or programs.",UPenn,elon musk sucks,2023-04-30 20:39:51+00:00
Braving the rain at UPenn - what an amazing campus!  @IslipHS @LaraGonzalezEdD @RizzutoEd @57lisaward,UPenn,Meghan Basch Stern,2023-04-30 20:27:55+00:00
